product_id,product_name,category,segment,size,color,price,cogs,gross_margin_pct,profit_per_unit,avg_rating,review_count,total_returns,total_return_qty,total_refund
597,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.89870697563103,38.963323338682926,36.02,21.94,,0,0,0,0.0
598,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45256880734,7924.275436706423,31.03,3565.18,,0,0,0,0.0
599,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.856285414482,10116.413471143758,5.0,532.44,3.85,247,78,199,1838941.51
600,SaigonFlex UC-65,Streetwear,Everyday,S,red,9148.348757120662,4647.361168617297,49.2,4500.99,4.08,238,85,213,1675461.1
601,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563106796,14966.770849514562,5.0,787.72,3.9,31,12,27,377230.86
602,SaigonFlex UC-67,Streetwear,Everyday,L,orange,15756.270560747664,11752.60221126168,25.41,4003.67,3.69,13,3,6,88984.69
603,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.336363636365,8163.899443636364,25.96,2862.44,3.36,14,5,15,149676.83000000002
604,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.298830630299,4141.940240558514,32.49,1993.36,4.0,1364,441,1169,6113477.47
605,SaigonFlex UC-70,Streetwear,Everyday,M,purple,4940.962741935484,3748.214336032258,24.14,1192.75,4.07,329,112,325,1340913.91
606,SaigonFlex UC-71,Streetwear,Everyday,L,green,4042.8549822064056,3552.4566728647687,12.13,490.4,3.79,100,47,133,468653.09
607,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.470116,32.71,3731.57,,0,0,0,0.0
608,SaigonFlex UC-73,Streetwear,Everyday,S,pink,11699.1,11114.145,5.0,584.95,3.57,7,5,7,58450.16
609,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.571033557047,8987.704230926174,13.8,1438.87,3.92,550,217,638,5729880.67
610,SaigonFlex UC-75,Streetwear,Everyday,L,red,11122.506,9587.600172,13.8,1534.91,4.75,4,2,5,34307.95
611,SaigonFlex UC-76,Streetwear,Everyday,XL,black,17959.956617647054,12395.962057499995,30.98,5563.99,3.97,32,9,22,353511.46
612,SaigonFlex UC-77,Streetwear,Everyday,S,orange,11727.45,7625.187989999999,34.98,4102.26,4.15,13,2,4,44516.39
613,SaigonFlex UC-78,Streetwear,Everyday,M,blue,30.15463522343498,17.203640475749392,42.95,12.95,,0,0,0,0.0
614,SaigonFlex UC-79,Streetwear,Everyday,L,white,8263.487647058824,6609.137420117648,20.02,1654.35,4.0,7,3,9,66016.75
615,SaigonFlex UC-80,Streetwear,Everyday,XL,purple,8328.96637057599,4873.278223424012,41.49,3455.69,4.01,287,93,254,1820621.79
616,SaigonFlex UC-81,Streetwear,Everyday,S,green,8545.56230769231,7898.663241,7.57,646.9,,0,0,0,0.0
617,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.263043478262,6680.546208913043,34.19,3470.72,3.74,43,23,77,702490.78
618,SaigonFlex UC-83,Streetwear,Everyday,L,pink,14262.4125,13549.291875,5.0,713.12,5.0,2,0,0,0.0
619,SaigonFlex UC-84,Streetwear,Everyday,XL,yellow,11336.85,6509.61927,42.58,4827.23,,0,0,0,0.0
620,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15483325288156,17.16017393108335,43.09,12.99,,0,0,0,0.0
621,SaigonFlex UC-86,Streetwear,Everyday,M,black,62.2827889133325,34.48317542707641,44.63,27.8,,0,0,0,0.0
622,SaigonFlex UC-87,Streetwear,Everyday,L,orange,9946.84289008455,7374.589318708685,25.86,2572.25,3.99,173,56,141,1233088.02
623,SaigonFlex UC-88,Streetwear,Everyday,XL,blue,17011.958108108105,9844.820157162165,42.13,7167.14,4.2,25,7,23,341463.86
624,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01401526716507,26.88267126437134,40.28,18.13,,0,0,0,0.0
625,SaigonFlex UC-90,Streetwear,Everyday,M,purple,16075.5,8733.81915,45.67,7341.68,2.71,7,2,2,25651.75
626,SaigonFlex UC-91,Streetwear,Everyday,L,green,17013.896946107783,16163.202098802392,5.0,850.69,4.14,22,7,20,246153.91
627,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.987620000001,29.96,3297.56,3.57,7,2,7,67356.38
628,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76348,19.43,2237.64,,0,2,7,71218.56
629,SaigonFlex UC-94,Streetwear,Everyday,M,yellow,9968.7,9470.265,5.0,498.44,5.0,1,1,4,34342.72
630,SaigonFlex UC-95,Streetwear,Everyday,L,red,6176.85,3866.090415,37.41,2310.76,3.72,18,5,22,124179.45000000001
631,SaigonFlex UC-96,Streetwear,Everyday,XL,black,4677.019784172662,4443.168794964029,5.0,233.85,3.97,138,55,139,574489.27
632,SaigonFlex UC-97,Streetwear,Everyday,S,orange,4844.7,2618.07588,45.96,2226.62,4.15,47,12,30,125061.93
633,SaigonFlex UC-98,Streetwear,Everyday,M,blue,6803.801506849315,3769.3060347945207,44.6,3034.5,4.15,34,14,49,301533.26
634,SaigonFlex UC-99,Streetwear,Everyday,L,white,10788.273954983924,6005.8321107395495,44.33,4782.44,4.21,38,12,32,307118.47
635,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176,14.33,1539.79,3.92,506,193,551,5143214.37
636,SaigonFlex UC-01,Streetwear,Everyday,S,green,10891.997347272134,9183.042963485135,15.69,1708.95,4.0,373,139,410,3783716.83
637,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.358303886926,8362.374923321555,23.55,2575.98,3.94,33,12,26,263935.87
638,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775,5.0,605.27,3.8,30,14,29,324837.10000000003
639,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.428125,10057.10671875,5.0,529.32,3.56,27,7,36,311032.55
640,SaigonFlex UC-05,Streetwear,Everyday,S,red,9757.343076923078,9269.475923076923,5.0,487.87,4.34,29,11,26,214250.56
641,SaigonFlex UC-06,Streetwear,Everyday,M,black,9957.778918764305,8252.011389979976,17.13,1705.77,4.01,213,53,165,1393825.41
642,SaigonFlex UC-07,Streetwear,Everyday,L,orange,10862.120949720673,7602.398452709498,30.01,3259.72,3.99,69,17,48,455317.74
643,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,13917.75,9639.43365,30.74,4278.32,2.0,1,0,0,0.0
644,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.752256033578,8623.041808929696,18.71,1984.71,3.93,248,74,197,1825661.52
645,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.095000000001,8502.590250000001,5.0,447.5,3.61,18,13,41,325683.07
646,SaigonFlex UC-11,Streetwear,Everyday,L,green,11258.1,8881.51509,21.11,2376.58,4.17,12,6,32,337946.94
647,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,11033.912927650028,6038.860545302861,45.27,4995.05,3.94,236,81,212,2013360.23
648,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.816,10032.7752,5.0,528.04,3.95,56,15,28,254230.93
649,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.343684210527,9580.1265,5.0,504.22,4.0,7,2,8,78536.04999999999
650,SaigonFlex UC-15,Streetwear,Everyday,L,red,6110.106266552755,5804.600953225117,5.0,305.51,3.84,317,95,265,1347026.12
651,SaigonFlex UC-16,Streetwear,Everyday,XL,black,9885.465808383236,5627.795684712575,43.07,4257.67,3.96,48,16,46,395662.52999999997
652,SaigonFlex UC-17,Streetwear,Everyday,S,orange,9960.631578947368,9462.6,5.0,498.03,4.11,9,2,2,16570.05
653,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.532361623616,10055.305743542434,5.0,529.23,3.78,54,22,65,535924.83
654,SaigonFlex UC-19,Streetwear,Everyday,L,white,12297.939230769232,11683.04226923077,5.0,614.9,4.0,2,2,2,22867.489999999998
655,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.938926174498,7837.237263020134,33.79,3999.7,3.69,16,10,30,308280.7
656,SaigonFlex UC-21,Streetwear,Everyday,S,green,10963.752007822686,8877.35000073403,19.03,2086.4,3.78,49,18,36,338331.81
657,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21447260834,10469.203748977923,5.0,551.01,3.8,316,87,252,2415218.4
658,SaigonFlex UC-23,Streetwear,Everyday,L,pink,11169.79043478261,8112.6187927826095,27.37,3057.17,4.5,16,7,30,314528.94
659,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,18102.50513513513,10184.469389027028,43.74,7918.04,3.82,40,8,21,306519.63
660,SaigonFlex UC-25,Streetwear,Everyday,S,red,8500.351456310678,5856.742153398059,31.1,2643.61,3.88,169,47,129,956968.63
661,SaigonFlex UC-26,Streetwear,Everyday,M,black,27.4457202657164,16.64539331995362,39.35,10.8,,0,0,0,0.0
662,SaigonFlex UC-27,Streetwear,Everyday,L,orange,10139.144776119403,5848.258706865672,42.32,4290.89,3.64,11,5,17,147545.37
663,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,8397.9,7978.004999999999,5.0,419.9,,0,0,0,0.0
664,SaigonFlex UC-29,Streetwear,Everyday,S,white,41.1417745385124,22.89831299904119,44.34,18.24,,0,0,0,0.0
665,SaigonFlex UC-30,Streetwear,Everyday,M,purple,27.512292997345988,17.265415450344953,37.24,10.25,,0,0,0,0.0
666,SaigonFlex UC-31,Streetwear,Everyday,L,green,9766.924054054054,7154.271869594596,26.75,2612.65,4.0,13,7,25,206770.88
667,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,9799.404146341463,9309.43393902439,5.0,489.97,4.0,12,5,11,85022.72
668,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.154524,24.28,4085.52,4.5,4,0,0,0.0
669,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.91658,15.32,2508.93,3.44,39,26,80,1153964.6300000001
670,SaigonFlex UC-35,Streetwear,Everyday,L,red,10899.88914893617,10354.894691489362,5.0,544.99,3.82,89,27,64,616837.21
671,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.626315789474,7866.463912105264,29.73,3328.16,3.88,124,44,121,1168167.57
672,SaigonFlex UC-37,Streetwear,Everyday,S,orange,11024.427272727276,10473.20590909091,5.0,551.22,4.5,4,2,2,19530.71
673,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.486860722153324,16.36372210394695,40.47,11.12,,0,0,0,0.0
674,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577208862469,6274.268936044312,25.48,2145.31,3.95,410,149,392,2842015.82
675,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,7873.649577861162,5241.488523982176,33.43,2632.16,4.08,116,48,146,983718.38
676,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.036652260638,9195.696775606715,7.03,695.34,4.0,349,124,346,2910840.64
677,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.480756727820456,21.977431584878826,39.76,14.5,,0,0,0,0.0
678,SaigonFlex UC-43,Streetwear,Everyday,L,pink,15.4049348383473,9.151706300666453,40.59,6.25,,0,0,0,0.0
679,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,16.610464145853648,9.801441325584722,40.99,6.81,,0,0,0,0.0
680,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.44547294094096,16.0250054413446,39.4,10.42,,0,0,0,0.0
681,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554838709679,8272.446178709677,7.13,635.11,3.83,254,70,215,1652764.71
682,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.827272727272,11059.735909090909,5.0,582.09,3.82,33,11,31,308608.78
683,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.884955752212,6262.6318380530965,40.23,4215.25,4.0,46,11,38,352520.34
684,SaigonFlex UC-49,Streetwear,Everyday,S,white,10989.136432160803,10439.679610552765,5.0,549.46,4.08,62,23,60,595424.29
685,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.728957654725,8328.663148983715,17.78,1801.07,4.14,37,11,26,213169.47
686,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.396153846154,5513.764918846154,42.77,4120.63,4.22,46,11,28,244869.86000000002
687,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,5610.653125000001,4180.4976434375,25.49,1430.16,3.84,25,7,23,113919.42
688,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.905,5116.246400999999,23.58,1578.66,4.5,26,17,55,314176.31
689,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,4162.627714977795,3842.937906467501,7.68,319.69,3.92,349,109,314,1108985.39
690,SaigonFlex UC-55,Streetwear,Everyday,L,red,4598.817231121282,3100.062695498856,32.59,1498.75,3.98,423,145,416,1641737.8800000001
691,SaigonFlex UC-56,Streetwear,Everyday,XL,black,4663.545057034221,4430.36780418251,5.0,233.18,3.98,80,20,48,191252.42
692,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.191482,34.14,1032.18,,0,0,0,0.0
693,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.084313317745423,12.489209747825754,43.45,9.6,,0,0,0,0.0
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,9513.0,6181.5474,35.02,3331.45,3.0,1,0,0,0.0
190,DragonWear UC-02,Streetwear,Everyday,L,red,9443.7,7547.405040000001,20.08,1896.29,3.71,7,3,8,64484.07
191,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.7396,5.08,483.26,3.0,1,0,0,0.0
192,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55095959605123,21.336185365589483,43.18,16.21,,0,0,0,0.0
193,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57462,21.14,1943.13,4.33,6,1,3,26336.57
194,DragonWear UC-06,Streetwear,Everyday,L,white,23.029830867355027,14.651084686631249,36.38,8.38,,0,0,0,0.0
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,9191.7,5645.5421400000005,38.58,3546.16,4.0,1,0,0,0.0
196,DragonWear UC-08,Streetwear,Everyday,S,green,10073.7,7970.31144,20.88,2103.39,2.0,1,0,0,0.0
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,11966.85,11368.5075,5.0,598.34,4.5,2,0,0,0.0
388,LotusWear UC-02,Streetwear,Everyday,S,pink,12720.344318181818,12084.327102272728,5.0,636.02,3.94,16,6,16,141752.19
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,11063.057547169812,10102.784152075472,8.68,960.27,3.18,11,4,7,62784.909999999996
390,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.13521,25.34,4229.71,4.0,2,1,1,14391.55
391,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.216895,38.33,4707.63,,0,0,0,0.0
938,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82298104757963,12.133510917425138,35.54,6.69,,0,0,0,0.0
939,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.106487018096,4269.401162667191,5.0,224.71,4.03,287,95,295,1126632.32
940,HanoiStreet UC-03,Streetwear,Everyday,S,red,8270.437924528303,7856.916028301888,5.0,413.52,3.31,35,14,28,191796.64
941,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14324,14.8,1678.23,,0,0,0,0.0
942,HanoiStreet UC-05,Streetwear,Everyday,L,orange,7413.811748878924,6891.879401757848,7.04,521.93,3.9,20,8,19,122267.91
943,HanoiStreet UC-06,Streetwear,Everyday,XL,blue,8063.37,7660.201499999999,5.0,403.17,,0,0,0,0.0
944,HanoiStreet UC-07,Streetwear,Everyday,S,white,8971.2,4491.8798400000005,49.93,4479.32,,0,0,0,0.0
945,HanoiStreet UC-08,Streetwear,Everyday,M,purple,8241.386433389545,7829.317111720067,5.0,412.07,4.05,104,53,159,1091178.21
946,HanoiStreet UC-09,Streetwear,Everyday,L,green,8360.990689655173,4980.642153827586,40.43,3380.35,3.86,70,25,64,481288.02
947,HanoiStreet UC-10,Streetwear,Everyday,XL,silver,8472.12,7214.857392000001,14.84,1257.26,3.87,31,15,33,231911.41
948,HanoiStreet UC-11,Streetwear,Everyday,S,pink,9063.348260869563,5344.656469434784,41.03,3718.69,3.58,19,8,29,211668.32
949,HanoiStreet UC-12,Streetwear,Everyday,M,yellow,15434.37,14662.6515,5.0,771.72,2.83,6,6,25,330026.79000000004
950,HanoiStreet UC-13,Streetwear,Everyday,L,red,17009.37,10601.940321,37.67,6407.43,3.33,6,0,0,0.0
951,HanoiStreet UC-14,Streetwear,Everyday,XL,black,59.51685248967167,34.956088420323645,41.27,24.56,,0,0,0,0.0
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.4462564991336,3155.3739436741766,5.0,166.07,3.94,71,24,64,179213.37
953,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.25584774884125,17.459877222806806,42.29,12.8,,0,0,0,0.0
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.9412900097,7430.902601333657,10.75,895.04,3.95,130,48,99,734968.01
955,HanoiStreet UC-18,Streetwear,Everyday,XL,purple,9605.663617021277,6085.187901382978,36.65,3520.48,3.88,26,5,13,114041.87
956,HanoiStreet UC-19,Streetwear,Everyday,S,green,9913.23,9417.5685,5.0,495.66,3.97,30,3,5,39126.729999999996
957,HanoiStreet UC-20,Streetwear,Everyday,M,silver,9761.416875,6531.3640310625005,33.09,3230.05,3.81,16,5,12,103975.6
958,HanoiStreet UC-21,Streetwear,Everyday,L,pink,8992.782371134022,5238.295731185568,41.75,3754.49,4.0,15,3,3,24204.31
959,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.115901639345,6593.155962491804,35.84,3682.96,4.17,24,8,15,130998.45
960,HanoiStreet UC-23,Streetwear,Everyday,S,red,34.02213294761335,20.90319692901535,38.56,13.12,,0,0,0,0.0
961,HanoiStreet UC-24,Streetwear,Everyday,M,black,18.72951694189724,11.066773676274895,40.91,7.66,,0,0,0,0.0
962,HanoiStreet UC-25,Streetwear,Everyday,L,orange,5887.006363636364,5592.656045454545,5.0,294.35,4.33,3,0,0,0.0
963,HanoiStreet UC-26,Streetwear,Everyday,XL,blue,5122.755359042553,2717.10944243617,46.96,2405.65,4.09,54,18,52,226683.01
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139211137,2223.9762222529,43.07,1682.53,3.98,240,104,286,924833.04
965,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.659921465968,3816.461104374345,36.81,2223.2,3.83,367,122,323,1645953.01
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.236646507408,3333.336651862716,43.1,2524.9,3.97,410,140,353,1801127.3
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.481464968154,6491.642357235669,20.46,1669.84,3.9,303,95,253,1736632.22
968,HanoiStreet UC-31,Streetwear,Everyday,S,pink,8354.878474576273,7937.134550847459,5.0,417.74,4.55,11,5,9,68612.63
969,HanoiStreet UC-32,Streetwear,Everyday,M,yellow,5039.37,3478.6771110000004,30.97,1560.69,,0,0,0,0.0
